industry,brand,content_type,publishedAt,hour,dayofweek,is_weekend,followers,likes,comments,engagementRate,brand_avg_engagement,relative_engagement,posting_frequency,nbrhashtags,captionlength,caption,hashtags_text,platform,post_url
PATISSERIE,patisseriemasmoudi,carousel,2026-02-25 10:23:18+00:00,10,2,0,146846,116.0,1.0,0.07967530610299225,0.20387926383119384,0.39079651655482295,1.5730337078651686,0,63,"السهرية و اللمة ما تكمل كان بحلو المصمودي 🌙
🍽 @art_de_la_maison",,instagram,https://www.instagram.com/p/DVLWnziCBt3/
PATISSERIE,patisseriemasmoudi,reel,2026-03-02 14:42:27+00:00,14,0,0,146846,45.0,0.0,0.030644348501150866,0.20387926383119384,0.15030635252108573,1.5730337078651686,0,110,"𝐌𝐨𝐨𝐧𝐜𝐚𝐤𝐞 ✨ جديد ✨
دڤلة ولاّ فستق 
البنّة إليّ ماتغيب على حتى سهريّة 🥰
@henemhautecouture 👗
@art_de_la_maison 🍽",,instagram,https://www.instagram.com/p/DVYsIVxDEPc/
PATISSERIE,patisseriemasmoudi,reel,2026-03-11 18:28:43+00:00,18,2,0,146846,0.0,2.0,0.0031887662110490207,0.20387926383119384,0.015640463630912593,1.5730337078651686,0,34,⁨	⁨	جـربـوا مـعـانـا المـفروكـة✨⁩⁩,,instagram,https://www.instagram.com/p/DVwQAAdjFq6/
PATISSERIE,patisseriemasmoudi,carousel,2026-03-17 14:01:04+00:00,14,1,0,146846,40.0,0.0,0.027239420889911877,0.20387926383119384,0.13360564668540953,1.5730337078651686,0,82,"كي نقولو عيد، نقولو الشّرمولة الصفاقسية 🇹🇳
وصفة جدّاتنا👵🏻 و الله لا تقطعلنا عادة 🥰",,instagram,https://www.instagram.com/p/DV_PcYYDGP6/
PATISSERIE,patisseriemasmoudi,reel,2026-03-01 13:55:48+00:00,13,6,1,146846,447.0,17.0,0.31597728232297784,0.20387926383119384,1.5498255015507507,1.5730337078651686,5,560,"💫⭐️Il était une fois à Sfax! Entre visite gourmande des ateliers @patisseriemasmoudi @masmoudi_france , dégustation des spécialités sfaxiennes à @hotelborjdhiafasfax ,shooting ramadanesque à @borj_lellaftayma sans oublier la visite de la Medina de Sfax, l’une des plus anciennes et mieux conservée de tout le monde arabe, cette ville regorge de surprises!
💫⭐️J’ai déjà envie d’y retourner! Merci à toute l’équipe de Masmoudi pour ces moments magiques @abdel_karim_lamari @mimo__mseddi @raniafendri et tous les autres!
#tunisie #sfax #patisserie #makingof #vlog",tunisie sfax patisserie makingof vlog,instagram,https://www.instagram.com/p/DVWB8IgiP-U/
PATISSERIE,patisseriemasmoudi,carousel,2026-02-12 09:50:54+00:00,9,3,0,146846,533.0,0.0,0.3629652833580758,0.20387926383119384,1.7802952420830822,1.5730337078651686,0,106,"𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐎𝐍 𝐒𝐀𝐈𝐍𝐓 𝐕𝐀𝐋𝐄𝐍𝐓𝐈𝐍 ❤️
Des créations inédites 𝗦𝗮𝗶𝗻𝘁-𝗩𝗮𝗹𝗲𝗻𝘁𝗶𝗻 feront fondre le cœur de votre moitié 💖",,instagram,https://www.instagram.com/p/DUp0lKWjBFc/
PATISSERIE,patisseriemasmoudi,image,2026-02-14 10:20:33+00:00,10,5,1,146846,16.0,0.0,0.010895768355964753,0.20387926383119384,0.053442258674163814,1.5730337078651686,0,184,"❤️𝐉𝐨𝐲𝐞𝐮𝐬𝐞 𝐒𝐚𝐢𝐧𝐭-𝐕𝐚𝐥𝐞𝐧𝐭𝐢𝐧 !❤️
Que votre journée soit aussi douce que nos chocolats 🥰
Retrouvez nos produits de la Saint-Valentin dans nos pâtisseries Masmoudi pour les retardataires ! 🌹",,instagram,https://www.instagram.com/p/DUvBjlcDfIs/
PATISSERIE,patisseriemasmoudi,carousel,2026-02-20 10:15:18+00:00,10,4,0,146846,118.0,0.0,0.08035629162524005,0.20387926383119384,0.39413665772195816,1.5730337078651686,0,112,"مفروكة ✨فستق ٠كنافة ٠قشطة
جرّبتو جديدنا في رمضان ؟ أبن حلو تعدّي بيه السهرية! 
تلقاوها في كل نقاط بيع المصمودي !",,instagram,https://www.instagram.com/p/DU-du5ZjDhC/
PATISSERIE,patisseriemasmoudi,reel,2026-02-22 12:51:07+00:00,12,6,1,146846,1641.0,3.0,1.1195401985753783,0.20387926383119384,5.491192078770332,1.5730337078651686,0,135,جو رمضان 🌙و لمّة العايلة ما تحلى كان بكعيبة حلو ملّي تربّينا وتعوّدنا عليه مع كويس تاي أخضر منعنع ولا قهيوة عربي ترجّعنا لايامات زمان 🥰,,instagram,https://www.instagram.com/p/DVD5B0YjL7N/
PATISSERIE,patisseriemasmoudi,reel,2026-02-18 18:04:55+00:00,18,2,0,146846,95.0,2.0,0.0660555956580363,0.20387926383119384,0.3239936932121181,1.5730337078651686,0,146,"رمضان كريم 🌙
حاضرين لاستقبالكم بمنتوجاتنا لشقان الفطر، السحور و السهريّة مع العايلة و الأحباب🥰
Prêts à vous accueillir pour un Ramadan mémorable 💜",,instagram,https://www.instagram.com/p/DU6JyR1jdgt/
PATISSERIE,patisseriemasmoudi,carousel,2026-02-17 09:35:23+00:00,9,1,0,146846,193.0,0.0,0.13143020579382483,0.20387926383119384,0.644647245257101,1.5730337078651686,0,257,"Revivez en photos l’inauguration de notre nouvelle boutique 𝗣â𝘁𝗶𝘀𝘀𝗲𝗿𝗶𝗲 𝗠𝗮𝘀𝗺𝗼𝘂𝗱𝗶 𝗥𝗶𝗮𝗱𝗵 𝗔𝗻𝗱𝗮𝗹𝗼𝘂𝘀 💜
Nous avons hâte de vous accueillir dans ce nouvel écrin dédié à l’art de la pâtisserie ! 
📍 89, avenue ibn khaldoun, Riadh el andalous, Ariana
📞 +216 98 794 514",,instagram,https://www.instagram.com/p/DU2qx5pjfmX/
PATISSERIE,patisseriemasmoudi,reel,2026-02-19 11:32:29+00:00,11,3,0,146846,267.0,7.0,0.1865900330958964,0.20387926383119384,0.9151986797950554,1.5730337078651686,0,139,"⁨	حلو رمضان المعسل المشحر على أصولو 🍯 حاضر باش تلمّ بيه العايلة و الضيفان في السّهرية 🌙🥰
تلقاوهم في جميع نقاط بيع المصمودي📍أو عبر موقعنا 🤗⁩",,instagram,https://www.instagram.com/p/DU8A536jFtl/
PATISSERIE,patisseriemasmoudi,carousel,2026-02-19 12:24:32+00:00,12,3,0,146846,309.0,19.0,0.2233632512972774,0.20387926383119384,1.0955663028203582,1.5730337078651686,5,562,"💜Secrets d’atelier… @masmoudi_france @patisseriemasmoudi 
Dans les coulisses de la confection de vos pâtisseries préférées… 
💜Baklawas, Kaaks et autres Samsas, je me suis rendue à Sfax pour découvrir comment sont fabriqués ces délicieuses pâtisseries, qu’on retrouve sur toutes les tables à l’heure du ramadan…
💜La vidéo arrive demain! Merci à toute l’équipe de @patisseriemasmoudi pour ces instants de découverte, de partage et de gourmandise!
Et merci à @abdel_karim_lamari pour avoir donné vie à ce reportage!
#gastronomie #tunisie #patisserie #voyage #orient",gastronomie tunisie patisserie voyage orient,instagram,https://www.instagram.com/p/DU8Huh6iEaX/
PATISSERIE,patisseriemasmoudi,reel,2026-02-21 14:58:31+00:00,14,5,1,146846,467.0,47.0,0.3500265584353677,0.20387926383119384,1.7168325599075127,1.5730337078651686,5,628,"💜Kaak, Baklawa, Samsa… Vous en avez l’eau à la bouche? 
Alors suivez-moi dans les coulisses de la préparation de vos délices préférés, au coeur des ateliers @masmoudi_france @patisseriemasmoudi !
💜Merci à toute l’équipe de Masmoudi pour leur accueil et leur enthousiasme @ahmed.masmoudi.121 @raniafendri @nabilkobbi et tous ceux qui œuvrent pour que vos tables de fêtes se remplissent de gourmandises! Merci milles fois également à Oumayma! 
Merci également au si talentueux @abdel_karim_lamari pour son énergie et ses sublimes photos et vidéos!
💫⭐️Bon appétit à tous! 
#ramadan #tunisie #france #patisserie #patisserieorientale",ramadan tunisie france patisserie patisserieorientale,instagram,https://www.instagram.com/p/DVBiyYVCCU9/
PATISSERIE,patisseriemasmoudi,image,2026-02-14 17:06:25+00:00,17,5,1,146846,391.0,22.0,0.2812470206883402,0.20387926383119384,1.3794783020268535,1.5730337078651686,0,553,"الذّكرى 8 لوفاة مدام مُفيدة المصمودي 🙏🏻
الحــكايـة بــدات عام 1972 في دارها في صــفاقس، قـصة غـرام و عـشق تـقعـد محـفورة فـي بــالنا ..
مــدام مـفيـدة الـمصمودي المرا العــظيمة إلي تــوّجت غــرامهـا و 🏆كـوّنت مـؤسّسة حــلويات المــصمـودي إلي توارثــتـها أجيــال ❤️
الــيوم نحييو ذكرى وفــاتها، الله يرحمها و يجعل مثواها الجنة 🙏🏻
Le 14 février 2018, 𝐌𝐚𝐝𝐚𝐦𝐞 𝐌𝐨𝐮𝐟𝐢𝐝𝐚 𝐌𝐚𝐬𝐦𝐨𝐮𝐝𝐢 nous a quitté.. 🙏🏻
Une date symbolique pleine d’amour et de passion😇🥰 
Madame Moufida est partie après avoir construit un royaume culinaire avec beaucoup d’AMOUR et de PASSION❤️",,instagram,https://www.instagram.com/p/DUvwAJNjMIb/
PATISSERIE,patisseriemasmoudi,carousel,2026-02-17 18:06:47+00:00,18,1,0,146846,51.0,1.0,0.03541124715688544,0.20387926383119384,0.1736873406910324,1.5730337078651686,0,129,"‎اوقات العمل بنقاط بيع حلويات المصمودي خلال النصف الاول من شهر رمضان الفضيل ⏰
رمضانكم مبارك 🌙🕌 و انشالله كل عام و انتم حيين بخير🤗",,instagram,https://www.instagram.com/p/DU3lTi2DVu-/
PATISSERIE,patisseriemasmoudi,reel,2026-01-23 19:35:10+00:00,19,4,0,146846,54.0,1.0,0.037454203723628836,0.20387926383119384,0.18370776419243812,1.5730337078651686,5,331,"𝐍𝐎𝐔𝐕𝐄𝐋𝐋𝐄 𝐎𝐔𝐕𝐄𝐑𝐓𝐔𝐑𝐄 🎉
Pâtisserie Masmoudi débarque à 𝐑𝐢𝐚𝐝𝐡 𝐀𝐧𝐝𝐚𝐥𝐨𝐮𝐬 ✨
Venez découvrir nos pâtisseries d’exception et partager des instants tout en douceur 🤍
Nous vous attendons très bientôt !
📞 +216 98 794 514
📍 89, avenue ibn khaldoun, Riadh el andalous, Ariana

#Inauguration #PâtisserieMasmoudi #Nouveau #riadhandalous #Ouverture",inauguration p nouveau riadhandalous ouverture,instagram,https://www.instagram.com/p/DT3XXfxjbp8/
